Frequency,Measure,Balance sheet position,Type of instruments,Currency denomination,Currency type of reporting country,Parent country,Type of reporting institutions,Reporting country,Counterparty sector,Counterparty country,Position type,Period,31/12/1977,31/03/1978,30/06/1978,30/09/1978,31/12/1978,31/03/1979,30/06/1979,30/09/1979,31/12/1979,31/03/1980,30/06/1980,30/09/1980,31/12/1980,31/03/1981,30/06/1981,30/09/1981,31/12/1981,31/03/1982,30/06/1982,30/09/1982,31/12/1982,31/03/1983,30/06/1983,30/09/1983,31/12/1983,31/03/1984,30/06/1984,30/09/1984,31/12/1984,31/03/1985,30/06/1985,30/09/1985,31/12/1985,31/03/1986,30/06/1986,30/09/1986,31/12/1986,31/03/1987,30/06/1987,30/09/1987,31/12/1987,31/03/1988,30/06/1988,30/09/1988,31/12/1988,31/03/1989,30/06/1989,30/09/1989,31/12/1989,31/03/1990,30/06/1990,30/09/1990,31/12/1990,31/03/1991,30/06/1991,30/09/1991,31/12/1991,31/03/1992,30/06/1992,30/09/1992,31/12/1992,31/03/1993,30/06/1993,30/09/1993,31/12/1993,31/03/1994,30/06/1994,30/09/1994,31/12/1994,31/03/1995,30/06/1995,30/09/1995,31/12/1995,31/03/1996,30/06/1996,30/09/1996,31/12/1996,31/03/1997,30/06/1997,30/09/1997,31/12/1997,31/03/1998,30/06/1998,30/09/1998,31/12/1998,31/03/1999,30/06/1999,30/09/1999,31/12/1999,31/03/2000,30/06/2000,30/09/2000,31/12/2000,31/03/2001,30/06/2001,30/09/2001,31/12/2001,31/03/2002,30/06/2002,30/09/2002,31/12/2002,31/03/2003,30/06/2003,30/09/2003,31/12/2003,31/03/2004,30/06/2004,30/09/2004,31/12/2004,31/03/2005,30/06/2005,30/09/2005,31/12/2005,31/03/2006,30/06/2006,30/09/2006,31/12/2006,31/03/2007,30/06/2007,30/09/2007,31/12/2007,31/03/2008,30/06/2008,30/09/2008,31/12/2008,31/03/2009,30/06/2009,30/09/2009,31/12/2009,31/03/2010,30/06/2010,30/09/2010,31/12/2010,31/03/2011,30/06/2011,30/09/2011,31/12/2011,31/03/2012,30/06/2012,30/09/2012,31/12/2012,31/03/2013,30/06/2013,30/09/2013,31/12/2013,31/03/2014,30/06/2014,30/09/2014,31/12/2014,31/03/2015,30/06/2015,30/09/2015,31/12/2015,31/03/2016,30/06/2016,30/09/2016,31/12/2016,31/03/2017,30/06/2017,30/09/2017,31/12/2017,31/03/2018,30/06/2018,30/09/2018,31/12/2018,31/03/2019,30/06/2019,30/09/2019,31/12/2019,31/03/2020,30/06/2020,30/09/2020
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"N:Non-banks, total",5J:All countries (total),N:Cross-border,Q:S:C:A:TO1:A:5J:A:5A:N:5J:N,149987,160854,167152,181774,232162,237706,249566,271126,290250,292074,326977,340245,347515,352252,352059,373571,415394,418700,433668,446384,468602,470993,472866,479107,646325,659313,653063,650095,652587,660580,676323,705352,754095,778474,803799,829787,848994,899105,915818,935976,1019486,1026622,1015919,1019856,1069993,1079177,1080277,1142533,1203623,1241150,1304333,1427268,1505397,1467667,1467087,1523454,1615696,1595921,1682792,1777087,1732729,1769561,1802630,1842043,1897338,1933912,1945626,1970642,1968106,2126289,2240728,2224310,2364108,2384448,2435759,2501136,2591883,2600105,2713152,2791388,2842475,2860064,2965443,3049930,3062157,3092140,3178401,3296448,3291602,3306163,3361803,3344968,3458827,3613325,3609882,3755176,3860779,3912692,4252133,4373031,4510539,4863734,5157864,5341998,5629097,6053308,6085798,6368501,6929165,7225686,7329033,7553439,7720206,8307393,8796922,8889583,9549852,10184841,10811472,11419385,11898721,12732699,12482071,11957009,10938304,10576339,10957576,11162858,10779574,10678255,10201058,11078227,10936343,11484018,11731932,11319773,10917884,11106658,10934682.96,11278024.62,11448001.34,11439961.49,11299971.79,11510676.05,11587520.4,11850928.28,12048608.54,11831794.78,11680649.06,11718736.43,11660961.52,11729928.89,11934401.78,12609013.17,12656945.86,12831408.76,12130052.12,12501547.23,12794840.01,13064258.26,13179897.04,13945597.78,13633131.59,13721877.21,13854598.99,14552759.7,14845298.99,15021743.99,15018547.91,15990528.29,15758914.6,16093074.64
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"N:Non-banks, total",1C:International organisations,N:Cross-border,Q:S:L:A:TO1:A:5J:A:5A:N:1C:N,2321,2669,2571,3150,3007,2979,3404,3630,3974,3792,4173,4168,4042,4019,3515,3509,3733,4391,4380,4584,4777,5895,5185,5357,5604,6424,6052,5840,6020,5347,6030,6082,6952,7001,6702,7002,7241,7852,7576,8114,9652,10093,8684,8660,10707,10543,10390,10440,10779,11133,12326,12622,14040,14157,14905,16427,15049,16482,18268,17493,16048,15531,14970,15253,13696,14641,15142,16189,17428,20561,18650,19788,18489,19008,19648,20251,20547,19096,18635,14315,14787,13837,13487,12860,12587,31053,30015,32679,35541,32629,34238,33329,36739,48975,50666,50926,46540,48774,54139,56779,60151,70033,76793,77905,80349,81572,77181,80171,81990,84300,87808,94478,91311,98783,110625,110823,110705,117445,118307,129303,127161,124459,122593,114840,99276,100116,51220,58131,55991,58257,62320,62743,61613,68128,78694,73695,75817,83635,77448.503,74338.53,80026.936,81247.533,76248.224,90201.107,148064.518,198806.5,201273.247,180395.332,167509.659,169446.04,168955.548,153915.98,152811.497,186268.943,175893.057,190523.445,164981.665,186621.728,190234.442,195609.268,202610.255,211626.652,222206.641,216803.286,208446.563,222977.642,220865.767,197609.157,193543.223,193526.393,204879.551,207093.593
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,USD:US dollar,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,Q:S:L:A:USD:A:5J:A:5A:I:5J:N,,,,,,,,,,,,,,,,,,,,,,,123709,130959,145111,148298,159141,148387,150644,154713,155557,157437,173382,175790,177179,188237,209101,204029,212396,229125,247635,236921,264803,267228,287979,290744,276567,299755,318564,304908,306518,324708,320036,315153,318774,319981,327710,338406,328913,337217,330165,323146,316677,322382,314192,336952,374674,388116,574727,619817,738098,730022,736457,708824,707920,714020,764749,806095,809020,799598,986702,941354,988897,1084218,1211384,1185476,1245545,1182974,1369037,1422494,1437507,1451631,1442895,1545412,1565953,1507159,1713848,1755046,1884960,1838248,1999054,2176894,2250449,2188242,2347305,2662028,2671159,2652093,2681001,2743548,2968879,3219459,3302755,3595214,3757289,3905580,4140186,4407136,4339656,4536035,4400273,4692106,4355192,4433684,4567585,4492203,4239871,4386631,4394166,4431839,4391174,4627353,4679682,4972531,4718109,5046597,5070089,4804112,4407774.799,4406929.658,4363969.441,4261676.27,4394052.508,4204966.591,4474638.922,4537739.369,4568333.608,4657528.434,4920038.783,4840155.608,4706625.665,4597022.06,4633793.034,4513041.482,4661013.267,4580411.788,4621060.316,4643159.47,4698834.572,4754734.143,4783399.269,4679950.161,4477480.471,4345716.102,4524896.983,4559888.903,4508406.938,4568606.695,4739871.743,5310745.496,4867433.424,4806462.468
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,USD:US dollar,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,Q:S:C:A:USD:A:5J:A:5A:I:5J:N,,,,,,,,,,,,,,,,,,,,,,,142126,140472,146391,149310,158760,152000,156218,157658,162819,159466,174259,173470,181884,193184,211530,190621,205174,210535,224724,223333,231053,246130,257344,272849,259111,266636,297181,274325,279651,278827,303127,299517,306470,304518,318849,318362,315270,298287,299770,289928,298920,286883,286233,280469,299041,291882,549822,646041,830146,841692,851243,818436,826398,826873,875390,895198,927160,903456,1125839,1039309,1100810,1181059,1279757,1221086,1269051,1267945,1409820,1498788,1558309,1614625,1625091,1678710,1714155,1647092,1830457,1822879,1911711,1824200,2019469,2134329,2264227,2152212,2161853,2553807,2588666,2605060,2650496,2752162,3051517,3151856,3168331,3444262,3622969,3611505,3888870,4234997,4255099,4381944,4416910,4706414,4445716,4557489,4491810,4572675,4474122,4633249,4792712,4923667,4884778,5269574,5362522,5576099,5485124,5592694,5573746,5346125,4756569.171,4805917.129,4817736.415,4631469.734,4763023.14,4517405.827,4780527.995,4897033.616,4986423.701,5136553.679,5285582.81,5080038.011,5003005.49,4886352.447,4967336.492,4844803.223,4984480.924,4980100.081,5082133.296,5041593.145,5104190.684,5124635.811,5216259.486,5135308.578,4905504.377,4757474.166,4906500.601,4898255.594,4868198.869,4932679.107,5125738.488,5577844.337,5172709.683,5048300.92
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"N:Non-banks, total",5J:All countries (total),U:Unallocated,Q:S:C:A:TO1:A:5J:A:5A:N:5J:U,49111,51222,53770,56501,54354,55945,57452,56241,57720,55320,56708,59226,60793,60760,61556,66579,57935,53349,49935,48434,47168,47922,46000,45323,17347,15666,13694,12609,14751,12870,11980,11698,14531,13706,12332,12578,12789,14772,15263,15933,16114,14389,13098,13830,13347,12258,11124,14510,15670,14504,17824,16837,17044,19587,20597,25068,20742,21997,18882,20083,17910,18555,19657,23173,25404,27496,27749,31252,39535,46147,47539,47689,43810,45915,44776,44138,47456,47980,51919,46649,47402,49640,54176,36729,39168,32552,30458,36986,47513,53160,49420,49090,73182,89299,100246,88188,54759,46803,45131,49715,80479,36159,33830,43895,60257,47348,32731,26171,22571,16373,15805,11045,9606,10383,10289,13053,14742,14936,25513,39187,34399,45365,46683,47289,60927,52087,52980,48908,44410,48157,40502,44163,44788,48584,50917,62063,59934,20277,21298.14,20052.593,21160.121,19333.126,19010.659,18590.218,20867.909,13413.162,13776.02,13093.461,13317.791,13793.377,13068.999,15868.299,19804.474,12813.276,24151.323,24792.326,23815.56,23914.751,9254.296,7493.614,9153.044,-328485.643,7628.877,8875.698,8119.046,10294.066,8081.679,10058.99,7784.204,8914.307,7675.695,14231.55
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"N:Non-banks, total",5R:Developed countries,N:Cross-border,Q:S:C:A:TO1:A:5J:A:5A:N:5R:N,81347,84718,86342,93172,114496,115634,119106,129655,135984,140589,161962,167941,168029,173292,171993,185376,204584,202953,209187,217214,229124,229770,229251,229064,288848,297320,294181,291095,293588,297208,307208,324554,359392,378925,396765,420274,427917,464347,483825,503646,567975,579346,582337,592298,629555,646924,655244,709333,761016,805461,862065,969221,1030736,1010400,1017620,1061177,1129686,1111354,1181244,1261079,1215476,1250074,1288373,1323497,1370853,1395717,1397995,1413985,1414451,1552822,1646781,1619329,1728583,1738012,1758284,1805671,1850187,1848343,1931065,1990067,2022209,2026322,2111277,2185765,2254166,2274764,2365905,2465320,2465329,2495963,2531345,2517843,2616815,2757307,2745652,2873652,2926019,2976390,3248082,3355769,3523165,3773309,4029599,4184496,4443749,4803184,4810628,4982086,5416760,5659262,5691693,5850885,5987470,6463921,6860500,6928414,7399450,7922881,8403995,8803440,9047739,9695434,9443338,9015407,8333002,8055330,8426540,8588603.5,8168832,8039651,7603403,8298769,8114569,8562550,8725185,8326193,7997682,8061223,7934925.463,8195695.113,8259349.474,8143810.325,8049277.245,8151535.47,8124017.238,8226105.67,8306490.471,8105436.262,7949675.272,7945934.949,7796922.332,7842125.595,7822701.749,8359382.766,8312743.753,8451760.761,7902175.815,8149724.269,8318989.366,8466184.103,8483630.366,9045848.629,8799711.445,8833139.086,8904179.392,9290248.392,9477056.91,9609087.179,9610001.707,10419180.24,10249161.01,10452264.48
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,$TO1-USD-EUR-JPY-GBP-CHF-UN9,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),N:Cross-border,Q:S:L:A:$TO1-USD-EUR-JPY-GBP-CHF-UN9:A:5J:A:5A:A:5J:N,2957,2720,3510,3594,3587,3662,4014,4265,4314,4077,4350,4393,4393,4724,4705,4976,5877,5576,5174,5566,5409,5507,5548,5495,6956,8094,7667,7013,8372,7608,7907,8905,9419,11073,11974,11816,12200,14422,14433,14776,15553,16038,16918,17225,19804,21040,21253,22511,27442,26435,28832,27568,30670,28600,29632,29000,35733,32831,36936,35066,32833,31781,34368,33692,34463,39165,43137,45621,46355,54788,56790,56919,58032,62838,69923,74129,70978,81435,84382,88035,123012,125281,122956,119951,114317,113648,115336,113757,113581,114269,120650,123675,137138,130844,125201,129374,142097,150807,159938,159923,170929,188886,211993,204873,221136,220165,218572,225827,248017,238953,272753,276436,275649,284410,316920,334754,347016,366646,386727,453005,497798,546490,551565,506011,488910,474437,500499,565861,571314,559319,564302,621853,628297,645392,674748,659050,625655,664744,762390.178,812327.019,823160.166,788747.882,810590.977,791835.35,861530.263,870856.127,897323.047,864158.658,1050168.071,1050411.709,1052201.154,1011007.409,1441239.282,1448012.617,1433621.082,1438095.775,1333915.115,1409764.497,1460979.201,1511172.05,1597572.138,1644724.741,1612645.979,1580647.859,1569480.913,1674517.694,1726836.236,1712172.061,1752241.733,1753736.199,1846109.304,1927341.31
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,G:Loans and deposits,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"I:Banks, related offices",5J:All countries (total),N:Cross-border,Q:S:L:G:TO1:A:5J:A:5A:I:5J:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4313127.869,6072327.03,6164358.329,5995984.711,6680822.925,6441518.351,6384692.982,6246850.47,6255575.53,6213390.991,6445253.682,6327438.104,6210042.561,6534469.999,6721586.782,6839989.244,7067233.135,7006114.675,7269068.436,7047633.754,7218157.272,7241454.424,7230956.527,7181857.221,7431656.409,8082219.682,7711404.192,7721342.094
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,4W:Developing Africa and Middle East,N:Cross-border,Q:S:L:A:TO1:A:5J:A:5A:A:4W:N,76499,78199,75192,78874,85080,86013,91078,106349,117347,125202,140792,149356,153611,151179,148795,147043,147916,143621,139382,135631,132517,127896,119446,119920,155527,150229,149655,146965,148021,146569,149392,154198,162906,157468,154916,155297,154894,159157,167266,168657,186166,185422,189233,194237,197653,197595,205977,203297,248886,253611,256484,262958,288994,269960,260996,272156,275080,265758,275037,270769,263214,256219,251564,246524,238502,234136,239670,247196,249584,268570,273768,264774,261964,268696,266340,270183,279822,284392,281804,277775,277870,283438,282213,299754,295498,272841,262297,266672,280970,284133,291086,307294,321819,334007,334909,336424,342346,333997,345828,345012,356619,362412,366648,361841,387398,410191,404645,440464,449821,462474,487406,539081,544133,580903,616428,667717,711142,741461,747897,781607,873740,892383,863272,877691,793696,727699.5,724377,724268,754520,729707,700269,722150,740887,792931,812678,781299,787150,849301,846660.393,834995.095,826221.275,849134.478,841889.939,857076.965,867744.63,895412.639,884017.747,892011.291,873100.2,838005.544,848219.039,868596.23,857842.397,856029.415,852911.733,855713.75,851889.16,892580.225,919855.36,931255.819,959211.948,1007435.101,993394.361,992678.463,975593.416,994463.93,1017998.741,1006337.021,1000882.695,1013938.701,974157.085,981822.501
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,D:Debt securities,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,A:All sectors,5J:All countries (total),N:Cross-border,Q:S:L:D:TO1:A:5J:A:5A:A:5J:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64021,67670,73382,80341,87292,92618,97052,105344,153881,166506,175247,195325,202374,201926,202133,220864,215703,199908,226520,236703,275135,282951,270855,289033,308295,322902,353095,369867,417524,523467,533653,562550,630736,598523,615359,631293,683138,734864,809896,822284,821117,875238,898943,913821,975595,1018142,1075416,1679495,1814226,1963918,2127509,1951756,1755953,1703909.5,1815364,1861113,1865460,1886387,1868960,2009224,2011028,2119808,2178458,2046155,1978696,2020039,2449535.462,2440767.102,2540928.488,2495160.244,2518934.905,2534574.578,2671512.441,3598360.344,3684495.198,3525421.859,3402321.148,3236788.002,3279747.668,3188419.486,3294252.995,3325180.686,3305023.663,3313776.872,3220743.32,3324675.055,3484326.884,3568634.918,3562677.637,3706165.878,3630517.471,3625270.101,3643267.571,3715924.18,3765614.567,3772560.407,3831253.06,3693856.925,3820445.932,3933222.617
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,I:Derivatives and Other instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"B:Banks, total",5J:All countries (total),N:Cross-border,Q:S:L:I:TO1:A:5J:A:5A:B:5J:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,1522,1415,1385,1319,1120,1055,1107,1529,3076,3369,3488,8375,-10668,3584,6250,6406,28297,51473,48340,46628,53619,51693,80496,107008,102100,57720,62610,77640,69907,81626,78404,113904,117057,104372,99321,111707,128005,152985,126212,136054,112935,125411,126217,156405,158054,168812,195973,244268,268116,271095,295610,373926,320293,300736,336059,305585,312161,442884,831910,700348,707060,719671,631754,617974,607289,723078.078,749856.532,925340.3,850065.343,785789.001,775983.906,852015.013,845113.685,879723.885,937825.904,1141403.453,1168149.131,1021000.997,1026482.541,1110095.818,1205715.201,1196913.901,1135283.576,1120708.338,1052526.924,1038352.289,996825.432,1027384.997,1062645.795,1029392.172,970480.104,936447.015,956935.594,1001054.035,1071108.586,1019735.891,1377484.674,1257841.608,1260598.913
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,JPY:Yen,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,"B:Banks, total",5J:All countries (total),N:Cross-border,Q:S:C:A:JPY:A:5J:A:5A:B:5J:N,2501,4105,4671,5968,6335,6827,6525,7166,7805,8872,12162,12685,13826,14340,13889,14624,17123,16441,17097,15961,19115,24567,27047,28184,32237,38942,42083,41400,47653,53446,61519,73457,105832,136008,156899,192155,218994,283530,301942,392656,492009,495372,485835,590834,584372,576110,538418,617940,646762,578154,597746,706446,719563,676439,651659,677925,899256,831544,808052,885348,804902,843675,829184,932411,880023,962328,961542,1021000,1041594,1200816,1256545,1212660,1202779,1116468,1057564,1024601,1027723,995050,1077800,1032274,1098766,1026994,1000686,978232,1136100,960608,880693,929570,1015920,949986,916294,882238,920765,853379,815241,761031,664104,638013,706648,647915,685377,645400,605478,600456,622909,611987,610314,605873,629181,586587,625981,652352,679985,640152,625354,603610,555055,648324,739775,857363,988677,1116586,1034953,1016831,1051435,838744.5,985268,962919.5,819287,823988,863448,928597,962142,926733.654,904332,1001544,963946,891184.394,910620.135,938060.77,898153.098,843266.471,722681.225,753738.584,686206.873,673661.64,695271.74,692952.891,591528.012,567201.413,553362.241,546963.702,564178.694,631022.774,691937.245,674406.472,618051.137,609958.63,574583.578,605502.245,602738.424,654948.634,661905.057,667178.019,666100.657,684793.463,714983.317,678863.364,632764.942,784596.612,788691.994,787732.688
Q:Quarterly,S:Amounts outstanding / Stocks,C:Total claims,A:All instruments,TO1:All currencies,A:All currencies (=D+F+U),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,U:Unallocated by sector,3C:Developing Europe,N:Cross-border,Q:S:C:A:TO1:A:5J:A:5A:U:3C:N,1795,1664,1970,2027,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,77,78,82,81,85,90,93,103,35,35,30,30,34,38,43,45,58,60,64,61,75,97,70,66,67,81,89,67,74,79,80,27,37,44,50,51,62,86,137,93,95,77,53,52,43,52,51,64,33,67,72,115,76,90,6217.999,5113.01,4460.887,3750.341,4086.656,3892.296,4219.566,4706.753,4394.857,4452.299,6694.649,5476.706,4640.903,4807.434,5024.506,4702.424,4306.145,3876.617,4122.916,4726.163,4985.217,4801.927,4720.915,3928.296,3717.904,3719.462,4398.152,4550.435,4337.834,4100.737,4359.146,4681.981,4144.757,4065.008
Q:Quarterly,S:Amounts outstanding / Stocks,L:Total liabilities,A:All instruments,TO1:All currencies,D:Domestic currency (ie currency of bank location country),5J:All countries (total),"A:All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A:All reporting countries,F:Non-bank financial institutions,5J:All countries (total),R:Local,Q:S:L:A:TO1:D:5J:A:5A:F:5J:R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3374858.922,4415481.521,4317510.219,3998630.115,4170536.659,3970310.118,4069631.992,3907111.884,3800983.522,4032605.036,3910861.343,3958553.703,3861668.202,4247285.952,4415006.89,4628986.311,4924712.582,5070343.698,4831731.45,4730032.629,4640249.26,4693020.583,4718510.203,4573701.79,4700791.866,4675029.452,4782806.703,4909017.099
